fingerprint	kind	verdict	date	reason
347c725d901f9a819580a3818ab6a0f9dee63276	tool	consolidate	2026-09-03	same class, SubRip extraction `-map 0:$idx` (ttcut-demux:2755).
348b6ff5beac835f3d17ab66763949d9ba54ebfa	clone	deliberate	2026-09-12	harness isolation. tools/diag/ harnesses intentionally re-implement small production snippets standalone to avoid linking the whole GUI (CLAUDE.md: diag tools build separately); no map lists this as a target.
34a02c11c16fdacc32a295417e92fb7b9bb6d992	clone	documented	2026-09-13	ttcutlist.h:60-69 vs ttmarkerlist.h:44-53 avDataItem(), operators =, ==, <; diverges right after (mCutInIndex/mCutOutIndex vs mMarkerPos); run-2 ruling
34b740b9521167f17fcc921a8c2c42d0eceb98be	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `AVStream* videoStream = mFormatCtx->streams[videoStreamIndex];` (ttframeindexer.cpp:504) is only read afterwards (`videoStream->t
3513d7cbd1b5ad39b9f461b022d55c3f92bf6997	clone	deliberate	2026-09-12	C4, ctor tail (icon/connect setup) — not verified as content-identical beyond shape.
352c63495ed7db86b08cb77f3926134cbca6c9b5	clone	consolidate	2026-09-03	generate_hevc4k_cra (180-198), generate_h264_1080p_progressive (202-225), generate_h264_1080i_mbaff (226-249), generate_mpeg2_576i_pal (302-324), generate_mpeg2
35aae914ef0f8f1a6d6fbb954872f9c35723006f	clone	deliberate	2026-09-04	:2338-2342 (DEFECT_LOSS_PCT, guarded by EXPECTED_FRAMES) and :2343-2353 (DEFECT_GAPS_PER_MIN, guarded by VIDEO_DURATION_MS) are two adjacent, differently-guarde
35cacff840378e4eccc5ccd032e0ffb40cef17ad	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: larger overlapping fragment of the same "".info fallback frame rate"" duplicate as the row above (ttframeindexer.cpp:479-488 vs ttes"
35dd587b3b4fbb3183f62bddbac67b65f4e8f103	clone	consolidate	2026-09-05	done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): the h264 (:1669-1675) and hevc|h265 (:1677-1683) ffmpeg extraction branches are identical apart from the bsf name (`h264_mp4toannexb,...remove_types=12` vs `hev
367b2978cb253d7f313b7218ebaaed22a0a71ee7	clone	deliberate	2026-09-13	the four defect-cluster passes share two lines (pos = qMax(0, first - offsetFrames); append Error point); desc and durSec differ per pass - run-3 rule '3-line prologue of two different paths'
369ed2058fd65a0d18669c2c686aa309e29117d8	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
36aa1ad5865cd626a55fe285d8d946f36f4da7da	tool	deliberate	2026-09-04	same by-value convention across the whole class.
36d29f65613753afd8f6eb9b0c72f0469479e3f9	convention	deliberate	2026-09-04	comment style, no structure; older forms remain in place per conventions.md
37159e92828d6c3e04803ec8f29da51b773e481b	clone	consolidate	2026-09-05	done 2026-09-05 ttcut-demux rest pass: _ffprobe front end shared by _probe_first_packet_pts, _probe_field, _probe_stream_field, _probe_pts_extreme
3722e13078a33ba3da1e6fa9a2bfc0f95e6a0448	tool	deliberate	2026-09-12	single decode-and-compare search loop combining MPEG-2/FFmpeg dispatch, abort checks and progress reporting for the one-off cross-decoder comparison this class exists for (documented as intentionally outside the TTSearch
3774505a2c45f5df5ee4bd02c96a015881b5ee6a	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: assigned in the constructor body; target: move to the member-initializer list; reach: 1 line, mechanical.
37923231c11fe2f5b7576c2edc1671d0dc70ad71	tool	consolidate	2026-09-12	evidence/target/reach: same as #151.
37a6d4e10fc70a99356a5df55e94489471326e69	tool	deliberate	2026-09-03	$ENCODER is an intentionally word-split argument list
37b366474d01e386a302b0c767e75266370f6481	method-size	documented	2026-09-04	"progress-reporting.md, Redundancy section: ""Progress-bar creation + cancel wiring: duplicated verbatim in the Init and Start branches of TTCutMainWindow::onStat"
3808212958b45a9fed01277f6afaad5624b9df87	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: second occurrence of the importBtn/escape-button block, same as #31. | target/reach: same as #31.
380aede02705501e709fab150451bc312b836934	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: two nearly identical gap-merge/cluster-building loops — one over `infoExtras` (""Defekt: …"" clusters), one over `mAudioGapIndices` "
38320062905cf250f566b5fcbc9dc814320183b7	clone	deliberate	2026-09-13	connect() list of the navigation constructor, re-fingerprinted after batch D removed the search connects (was clone x17/x15 ttcutframenavigation.cpp:139-150, deliberate: one connect per button-slot pair, pointer-style wi
3889436a9c6411d9253b1b293b404c2da5ba7ce5	method-size	deliberate	2026-09-03	same mislabeled span (main(), test_previewcut_abort.cpp:160-524); tool picked `TTMessageLogger::getInstance()` (line 199) as the nearest symbol this time — same
38f5b8408fe716dabe3ce109b17485b094fcfc14	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutsettingsmuxer.cpp:87-95 (`setTabData`), `s` is only used through getters. | target: `const TTSettings* s = ...;` | reach:
3930f0123f44855eea498e5a3e74d96e34c32676	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C3. gui/ttcutmainwindow.cpp:446-460 (`onOpenVideoFile`), :467-489 (`onOpenAudioFile`), :492-509 (`onOpenSubtitleFile`) — `QFileDia
39bbcf67e14473bfd9f13617e9fca1e3621d2ca6	clone	deliberate	2026-09-12	ttsettings.h:136-140 (`encoderMode`/`encoderCodec` declarations) vs :318-322 (`mkvCreateChapters`/`mkvChapterInterval`) — same idiom.
39bbff1dd85bfc03c63fdb950a6c20958030b942	clone	deliberate	2026-09-03	"`case ""$VIDEO_CODEC"" in h264) ... hevc|h265) ...` at ttcut-demux:1655-1671 — the h264 and hevc branches differ only in the bitstream filter (`h264_mp4toannexb,f"
39d4751288fb89892f9dbdb29d85f236e68fa790	clone	consolidate	2026-09-12	same MKV-provider setup as #43/#48, this time duplicated across two different classes (`TTMuxTask`, `TTPlaybackMuxTask`). | target/reach: same as #43 (extends its reach into data/ttmuxtask.cpp and data/ttplaybackmuxtask.
3a17db63e0486edcdb8360e09b2a6f76efbc142d	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: another window of the #20 "".info"" fallback family. | target/reach: same as #20."
3a3eaf99ec1a1623f904c3cfbb01379e2fc16e65	method-size	deliberate	2026-09-03	"one 303-line method (verified — the `TTAVData::tr` ""method names"" in the rows below are `TTAVData::tr(...)` translation calls inside this same function at lines"
3a4b419810eaa104401021b254e83297fffd5089	clone	deliberate	2026-09-12	"parallel `TTMpvWrapper* mPlayer` + related member declarations — matches playback.md's A8 finding (""player lifetime per client... kept separate"") at the header level too."
3ab4b838627e38a48436f61dcfe8cebb3561f6c6	clone	deliberate	2026-09-12	gui/ttcutmainwindow.cpp:196-219 (`setupImagesAndIcons`) is a sequence of `TTCut::imgX = new QPixmap(xpm)` for ~20 distinct named globals — legacy original-TTCut static-resource table; table-driving it would require restr
3acf948d31138d6ce0f759929cd66edfdbde7465	method-size	consolidate	2026-09-04	per-track loop mixes range-check/plan/output-path bookkeeping (2907-2938) with AC3 repair-table construction (2953-3010ish, `TTAudioRepair::FrameTable repairTab
3ad8f77c3f9e26e585047d02ad79dc016c1b50a8	clone	deliberate	2026-09-13	mainwindow.cpp:337-340 (navigation connects) vs :1957-1963 (ensureProgressBar()'s two connects, consolidated in 026aa9fb); generic multi-connect shape.
3b09d1c276acd2fe4f65e29e9ff5b3b95b3c80f0	tool	deliberate	2026-09-13	ttcutframenavigation.cpp:211-371, one switch over ~15 key/modifier combinations — idiomatic Qt keyPressEvent; splitting serves only the metric.
3b68006f2854dd92a69c7d35458b700ebcc0abd2	clone	consolidate	2026-09-05	done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): in repair_audio_with_silence_inserts, the loop's one-pass segment emission (:941-944, `inpoint`+`outpoint`) and the tail segment emission (:1003-1005, `inpoint`
3ba840735cbcf416c2d8fbbd75c2a0e918cda05d	clone	deliberate	2026-09-03	list classes differ in signal semantics (clear/remove/update/swap); shared part ~50 lines per class, rulings.md batch D
3bcad3caf42df954e1d2f0d89a81785501fc1e93	convention	documented	2026-09-12	"docs/conventions.md `cpp/indent`: ""`2` … The H.26x/Smart-Cut block (`avstream/tth26*`, `ttnaluparser`, `extern/ttessmartcut`, `ttffmpegwrapper`, `tthevcseam`, `ttmkvmergeprovider`, …) uses four spaces consistently … the "
3c7f80f03fd2aadf3826f34a9b00b3c80906e12d	class-size	consolidate	2026-09-03	split into decode/index/cut/mux units as a separate project (report block 2)
3c804f8e1e910f9422d214287e3a973191b931e3	clone	consolidate	2026-09-04	"done 2026-09-04 batch D: docs/code-map/detection-and-search.md's redundancy list already records the operation()-body clone across _blackframe/_logo/_scenechange as ""Consolidated (code "
3ca5b4f16481825d3bc17317488b4dcf4696fa8c	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: ttsettings.cpp:233-257 (`TTSettings::setEncoderCodec`'s `switch (v) { case 0/1/2: mEncoderCrf = m<Codec>Crf; ...; mWorkingOutputCo
3cb985dd1af0388044d95826ce38f93369d7a1d5	tool	deliberate	2026-09-03	same reasoning as line 394 above (`$(build_duplicate_timeline_args 1280 720 50)`).
3cc6a08869fc37268a46061c4f0ccfeae307f31b	clone	deliberate	2026-09-04	each site (ttavdata.cpp:91-97, ttcutpreview.cpp:87-92, ttgotoframedialog.cpp:98-107) is Qt connect() wiring for a distinct signal/slot pair; prior audit judged 
3cf301159b689dbff1440d49c57a2bbcad496ec1	clone	consolidate	2026-09-05	done 2026-09-05 batch F (process_one_frame, switch table, e0a2d4d4): ttcut-ac3fix.c:509-518 is a 5-clause `if/else-if` chain (`-a`,`-v`,`-f`,`-F`,`-s`) each of the identical shape `strcmp(...)==0 || strcmp(...)==0) { opts->X = tr
3e6ae50623438332903fff985607c2092fc94704	tool	deliberate	2026-09-03	extern/ttffmpegwrapper.cpp:2924 calls `adoptStreamMetadata(bundle.isPAFF, bundle.frameMbsOnlyFlag, bundle.log2MaxFrameNum)` — the function is used; cppcheck's s
3e8868eb64ee60f97dfd00209e9ae4ad3a75a50f	convention	deliberate	2026-09-03	tools/vdr-demux-example.sh:26 `set -e` only; standalone orchestration script (like build-package.sh), no map/spec requires alignment with tools/diag's `-u`/`-eu
3e8d99b59882b11b2e7505b5d66cf3766493fa34	clone	deliberate	2026-09-12	"gui/ttcutsettingsdlg.cpp:55-82, the `addCat(title, icon, page)` lambda calls — each pairs a distinct category title/icon/page, same ""declarative pairing"" idiom as C9/C6."
3e8df849452298884d8d50166e152fe9033f6c94	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: gui/ttcutmainwindow.cpp:1039-1041, `preview->frameIndexBundle()` is a read-only accessor. | target: `const TTFFmpegWrapper* previe
3ef75e75efd95daad5b0017118b270811f8684c5	method-size	unsure	2026-09-03	this range sits entirely inside `TTFFmpegWrapper::detectAudioBurst` (:2252-2526, already flagged above); `TTMessageLogger::getInstance` at :2263 is a call expre
3f221cd4ad089287f804d938685b3a97ce9f3567	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: the LRU-cache store+evict block (`mFrameCache[key]=result; mFrameCacheLRU.append(key); while (mFrameCacheLRU.size() > mFrameCacheM
3f6483239aca9763201cee36bd678e51a2d0091c	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `parseH264FieldInfo` returns early at ttframeindexer.cpp:242 `if (!data || size < 4 || frameMbsOnlyFlag) return result;`, so by li
3f7637e00072bb3e4298e110e7f60fbde2a28a99	clone	deliberate	2026-09-12	overlapping window of the same connect/disconnect idiom (56 sites); no shared logic beyond the Qt call shape.
3f9a76240c6b36a2e17899d8ba2bcb21ff19e604	clone	consolidate	2026-09-12	"done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C12, ""exact clone"" per scanner — the `alreadyDisabled`/chop suffix-variant loop, sibling of the ""1386-1389"" row. | target/reach: s"
3fdef1af1abe00dfe484c4e6a585c2c67706d807	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: same finding as the cppcheck row above (functionStatic); same fix.
40372dd66714fe6f5262b25a0d7a4aa974271c64	clone	deliberate	2026-09-13	"data/ttstreampoint.cpp:41-49 (isAutoDetected, a 7-way || over mType) vs data/ttsubtitlelist.cpp:100-104 (operator</operator== on unrelated fields). Two unrelated value-type classes; the ""duplication"" is the generic compa"
40512fb66ddbcd33a7ea450c3239c4d8375cd376	clone	consolidate	2026-09-05	done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): FIELD_ORDER probe (:1907-1909) and AVG_FPS probe (:1915-1917) are the identical `ffprobe -select_streams v:0 -show_entries stream=X -of default=noprint_wrappers
40769ade7ba86bf05d127ceabce212449de43332	clone	consolidate	2026-09-05	"done 2026-09-05 batch F (ttcut-demux helpers, e0a2d4d4): the guard `if [ -n ""$COUNTED_FRAMES"" ] && [ ""$COUNTED_FRAMES"" -eq ""$COUNTED_FRAMES"" ] 2>/dev/null; then` is copy-pasted verbatim at :2123 (drives VIDEO_DURATION"
407ff6beeea64416ec80a4a568bf9933bab01713	clone	consolidate	2026-09-03	"three near-identical ""start-end"" range-parsing loops inside TTESInfo::parseSection: avstream/ttesinfo.cpp:200-215 (audio_N_corrupt_ranges), :306-325 (es_missing"
40f27ffcba9a5194fdb8d0a1f6756f95226054eb	tool	deliberate	2026-09-04	the flagged constructor is `private:` (ttmessagelogger.h:27-28, singleton pattern via `getInstance()` at :31) — no code outside the class can hit an implicit co
410819ca57acba41ca3194fe980ffb570e4886a1	method-size	consolidate	2026-09-05	done 2026-09-05 batch E1 (qScopeGuard, 717fcf5a): six near-identical early-return cleanup blocks (`if (decodeFailures) *decodeFailures = failures; return stats;`, preceded by varying manual avformat_close_input
41666a73d506ff1962e26ed71152960c00cfe840	clone	consolidate	2026-09-03	"make_damage_fixtures.sh:31 (VPID), 32 (APID), 33 (APID2) are the same `ffprobe -select_streams … -show_entries stream=id -of csv=p=0 ""$1"" | head -1 | tr -d ','`"
41e61904af5c3c121c53e4d062a6077478f9cad9	clone	consolidate	2026-09-03	data/ttsearchtask_blackframe.cpp:75-91, ttsearchtask_logo.cpp:90-106, ttsearchtask_scenechange.cpp:102-118 verified identical batch/report/found()/teardownWorke
420a3d6b47ba2078fba4e33715c9cace724e4176	convention	deliberate	2026-09-03	"""Originally TTCut (c) 2003-2010"" (line 6), 11 plain `/* ` headers, internally consistent; ""no map""."
4260b8213d0be8f006070e0f7576ae2052c1d359	tool	deliberate	2026-09-03	ttcut-audiofix.c:588-660ish is a linear `getopt`-based CLI flow (parse → validate → mmap → detect codec → walk → cleanup), only marginally over the 25 threshold
4277086dacd33f6eab5b3dbd98821ec84b0deef6	clone	consolidate	2026-09-03	overlapping window of the same createActions()/comment-header duplication as the clone x4 (248-269) row, this time also matching gui/ttcuttreeview.cpp:814-843 (
42b9f70007636bbfc284a56ff9e249149a2c0ad8	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: C2, the `connect(task, found, ...); connect(task, finished, deleteLater); connect(task, aborted, ...)` tail of all three directed 
42bf37c694e577e3bb42ed84087589071eb26527	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
4340e112e4a3ec14dd09b2d52b087d097c2d742d	clone	deliberate	2026-09-12	common/ttsettings.cpp:97-133 is a run of `void TTSettings::setX(T v) { if (mX == v) return; mX = v; }` setters (StepPgUpDown..LogFilePath). The file's own comment at ttsettings.cpp:45-46 states the convention explicitly:
4370566020240eef1435d9b7d51489bd67b14db0	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: `compareFrames()`'s Y-plane sum-of-squared-diff loop (135-138) and V-plane loop (145-148) are identical except for the plane point
438fe1ddbd6618eb171b043c29a780a7416aedb1	tool	consolidate	2026-09-04	done 2026-09-04 batch B: `readSize = mpeg2Stream->read((char*)streamBuffer, streamBufferSize );` — `streamBuffer` is `quint8*` (ttmpeg2decoder.h:90); only C-style cast in the file, rest
4399e13ab6a546835502c112b367716997a794c2	tool	deliberate	2026-09-12	same as #176.
4402ea29f0450e6bbec4f1560f8615db4b313ead	class-size	unsure	2026-09-03	avstream/ttdisplayordermap.cpp has no TTMessageLogger method definitions (only 9 calls to TTMessageLogger::getInstance()->...); TTMessageLogger is defined/imple
440786e03c835b1a4acbbda9b46e1daa1040c3c1	clone	deliberate	2026-09-04	early-out setter idiom, overlapping windows of the same block (ttsettings.cpp:412-484).
44c4431481d8e19b08303189eed3c4754ec7da7d	clone	deliberate	2026-09-12	"common/ttthreadtaskpool.cpp:104-106 is the `disconnect(task, &TTThreadTask::started/finished/aborted, ...)` triple inside `cleanUpQueue()`; the class fingerprint (109 sites, ""renamed idiom"") is the generic Qt pointer-to-"
452a5351e5e85ec7182c0e1ec6da1425a382f82f	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: confirmed via repo-wide grep — no call site. | target: remove; reach: 1 line.
454d0e48597f0a085b49767267c2e5960949032c	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: same pattern as #165 (`doH264Cut`).
45b038a3b66e47bd529ecf787cb7f518adfb0c44	upward-include	documented	2026-09-03	see include-cycle row: avstream->extern is the documented stream-owns-decoder edge
46375b92827a23d9b28df8ea5cec54dabf15a57c	clone	deliberate	2026-09-04	same-file self-clone, table-driven scenario blocks in one harness's main(); tools/diag/CMakeLists.txt per-tool independence + harness-isolation convention (clas
46847549ee8fb0c2c0639d39d6b0c11ce14b7f0e	clone	deliberate	2026-09-12	`operation()` type-creation body for audio vs subtitle — per-type task body (distinct exception messages, distinct stream types), not equally consolidatable as the shared `cleanUp()` in #11.
46e876b07a70b38db5f45833d4a7e01fb1329cff	clone	deliberate	2026-09-12	`onReadProjectFileAborted`'s disconnect block vs `TTCutMainWindow::connectMenuSignals` — unrelated functions, coincidental connect/disconnect-shape match (same false-positive class as #46).
470d8211f9bee08109c35da01893e36fc9011c3b	clone	deliberate	2026-09-04	subset of the 252-258 idiom class; same reasoning
47487de008518fc059cf414a3758310610e76f21	clone	deliberate	2026-09-04	:664-666 (progress-band sizing: repair_s/tail_s) and :847-849 (gap-window coalesce merge: cur_dur/window_end) are unrelated formulas that only share the file-wi
47737175e827b7ed10facee38b955c5d4633f6fc	tool	deliberate	2026-09-12	same as above.
47a25ab4176966e1fd040306de11196c806285e5	clone	deliberate	2026-09-13	common/ttthreadtaskpool.cpp:127-131 (wireTask/disconnectTaskSignals) and data/ttavdata.cpp:89-105 (ctor) are connect(sender, &Class::signal, receiver, &Class::slot) sequences — the mandated Qt wiring idiom (docs/conventi
47ff13798db9122690d118a39cf094c1a3a963d8	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: runScreenshotMode's settings-dialog per-category loop (gui/ttcutmainwindow_headless.cpp:202-215, `for (i...) { catList->setCurrent
48440c1f67961fd24281f38e9c9598b7203e7201	convention	deliberate	2026-09-04	file logs through log-> throughout; internally consistent (conventions.md, 2026-09-04)
4844b6e9f1cccf25fb5e77ce7e3c549bdb1efdcc	clone	deliberate	2026-09-13	ttcutmainwindow.cpp:223-233, actionXXX->setIcon(ttThemedIcon(...)) for 11 distinct QActions; ttThemedIcon() is the consolidated helper (run 3 batch G, 026aa9fb); each line assigns a distinct icon.
497a0dac8643e1921bf84399cc5af85c2286618c	clone	consolidate	2026-09-03	"`record_junk` (ttcut-audiofix.c:388-397) and `record_crc_bad` (:403-412) share the identical realloc/`MAX_REPORT_ITEMS`-cap pattern; the comment at :402-403 (""G"
4993ba4bd2dfea642f0208dcab93aaa07d76e9e3	convention	deliberate	2026-09-03	"file uses `/* ... */` block comments throughout (e.g. ttmpeg2decoder.cpp:20,45,65...), 0 `//!` occurrences; header banner says ""Originally TTCut (c) 2003-2010 B"
49b6ee23d6c1b8610b3258682becf06739dffeb8	clone	deliberate	2026-09-12	same early-out setter idiom, 14 sites; overlapping window of x17/x13.
49c33afbdc0791e9d7b23eee58f1a134adc7a3a3	clone	deliberate	2026-09-03	common/ttsettings.h:35-190 — one inline `type field() const { return mField; }` + `void setField(type v);` declaration pair per settings property; common/ttsett
49d0a6341dc80f0b487da4b8a3f797517df8ccae	clone	deliberate	2026-09-13	TTSettings getter/setter/early-out idiom, re-fingerprinted after batch A removed audioOnlyFormat(); settings-state.md documents the 76 plain App-Default fields, run-5 classifier ruled the class deliberate
4a003469e116c2a8ea8c6b71101829297e563684	convention	deliberate	2026-09-03	whole-file 4-space indent (e.g. main.cpp:17-78), same standalone-tool convention as ac3fix/audiofix (rows 30, 39); file itself is a clean 78-line single-purpose
4a37df326c981d31026c20b14b0a28baf7ecc431	tool	deliberate	2026-09-04	declared alongside its 3 non-static siblings in one `private slots:` block (ttthreadtaskpool.h:66-70), all four wired identically in start()/startNested(); onTh
4a7b9ce85bf4575bc79094eddb4423c762630021	tool	deliberate	2026-09-03	same as line 1314
4a91a7525032219d56fcb21a74f132358eebe584	tool	deliberate	2026-09-04	same by-value convention across the whole class.
4abbb05e282bf6283058e5b35ecdaa99cd807f16	clone	consolidate	2026-09-03	ttcut-demux:1373-1374 (`START_PTS`/`AUDIO_START_PTS`, pre-repair) and 1510-1511 (`NEW_VIDEO_PTS`/`NEW_AUDIO_PTS`, post-repair) issue the identical `ffprobe ... 
4afc49c029cbdb8039f3426b38654b764793137c	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: another window of the #44 cut-start-banner family (MPEG-2 vs H.26x). | target/reach: same as #44.
4b0067202092684986b820d51f42bcc5118020d8	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: MPEG-2 vs H.26x cut-start banner (`plan.append(...)`, `emit operationPlanReady(plan)`, `statusReport(Init)`, `processEvents()`, `s
4b608127167b738378742ca1371ea00d8f223134	convention	deliberate	2026-09-03	extern/tthevcseam.h:24-131 — the entire file is plain POD structs (`THevcSpsSeamInfo`, `THevcPpsSeamInfo`, `THevcSliceRewriteCtx`, `THevcRpsEntry`, `THevcSliceH
4b90ec692d24b11164fdd3568010a87fbb2cd74a	tool	documented	2026-09-12	playback.md's `RW/WR → FIN → STILL` edge documents this function's full sequence (stop-index selection from two possible sources, `round(pos × fps)`, the MPEG-2 fixed-point extras loop, clamp, `moveToIndexPos`/`showFrame
4bb002a401ff56acb3aa761242aade25001c5b5d	clone	deliberate	2026-09-04	`Event`/`Recorder` struct+class boilerplate, part of the same cut-abort-harness family as row 6; harness isolation (tools/diag/CMakeLists.txt).
4bd92893be070d0d7a4becdc2f4d37cb169b5a7e	clone	deliberate	2026-09-12	sub-windows of the #2 audio/subtitle-finished pair (plus a third window at 979) — same per-type mirroring.
4c015b3d5235957a27fdaef6d3d20bdfca326f0e	tool	deliberate	2026-09-12	QString/value bundle getters return by value like the project majority; implicitly shared (run-2 precedent lastError())
4c17ccda0bd94d3641110f13254bd12ebf995024	tool	deliberate	2026-09-12	"the function's own comments enumerate ""Step 1"" through ""Step 5"" (lines 112, 134, 163, 186, 245) tracking docs/superpowers/specs/2026-08-19-audio-anomaly-repair-design.md, Komponente 1 — length reflects a five-step spec k"
4c1e73c941bbb9cfa3d78b52ac6f357dd9c098cc	clone	consolidate	2026-09-03	gui/ttaudiotreeview.cpp:40-130 and gui/ttsubtitletreeview.cpp:38-127 are near-identical constructors: header-column sizing, theme-icon setup, createActions(), t
4c21382349eace089b271524fe1c01b8f6f1e666	clone	deliberate	2026-09-12	C4, resetToDefaults tail.
4cdee70350aff56e1f14d808d6bd3c9b82485c9d	clone	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: ttframesearchtask.cpp:83-107 (ref-stream FFmpeg open+setCancelToken+adopt-or-build index+setSearchMode) is structurally identical 
4ceff53c3df10457caa8f34cd7abf885ad9df764	convention	deliberate	2026-09-03	"avstream/ttac3audioheader.h:6 carries the ""Originally TTCut"" marker; members declared without `m` prefix (e.g. `int crc1;`, ttac3audioheader.h:125) matching ori"
4dcdd1a5d1a353ab29e0eaae8d1beb61b8a2cbf9	clone	documented	2026-09-13	TTAudioList/TTCutList/TTMarkerList/TTSubtitleList family, re-fingerprinted after the run-5 batches; run 2 ruled TTItemListStorage<T> out because the four differ exactly in the signal semantics a template would hide (docs
4ddbddd147727737a34a1a988112d104346e5889	clone	deliberate	2026-09-12	C7, treeview ctor tail, already base-shared architecture.
4f1448a48da27a1d6f22439c2b4b9a4ed41c57c8	clone	deliberate	2026-09-13	ttcutframenavigation.h:91-99, adjacent signal pairs of the black/scene search trio; changes only with the .cpp trio (clone x3 :506-529).
4f8a8f667f53d9cfc4aa02b75ef3ca863b4f0800	tool	consolidate	2026-09-12	complexity is concentrated in the targetAU-mapping/guardMax/skip-loop block shared verbatim with `decodeFrameYUV` (488-500, 510-514, 520-543 clones above); extracting `seekAndSkipToAU()` collapses that into one call. | t
4f9197baed0b38b15355338c0b7957b4d33a467b	tool	documented	2026-09-12	"CLAUDE.md, ""Frame display (TTFFmpegWrapper)"": ""`seekToFrame()` seeks to the keyframe BEFORE the target keyframe (DPB prefill) to ensure Open-GOP B-frames decode correctly after `avcodec_flush_buffers()`."" The function's "
4fb3ea35e9604b42a664a50a1056ca0c25a81b5d	tool	consolidate	2026-09-12	done 2026-09-13 run 3 batches A-H (lines rewritten, see git log 5924340b..8788b25f); was: evidence/target/reach: same as #153 (map A5 dead-abort-slot finding).
4fc6365aaff2ec6457b3ea675d99ff11ecde9f9d	tool	consolidate	2026-09-03	same as above — `segment_start_time` (ttcut-ac3fix.c:83) is dead, only zero-initialized.
4fdc43a8887622d4e0a4a295ba4f17de82777b0a	clone	deliberate	2026-09-12	C1, same TTThreadTask finished/aborted-deleteLater idiom (mMuxTask vs videoWorker vs anomalyTask).
4fe1a4c0b7e1cc62d537f2a1e956a5d23a60193d	clone	deliberate	2026-09-13	TTThreadTaskPool::wireTask and TTCutMainWindow::startAnalysisTask both connect finished/aborted of a task, to different receivers (pool bookkeeping vs analysis counter + deleteLater); wiring idiom
502ab5e9b8ae6aab397ef588ec923f8908b98bf2	clone	deliberate	2026-09-12	"""mux failed"" + elapsed-time logging in the preview task vs ""created video stream"" logging in `TTOpenVideoTask` — different purposes, coincidental `if(logCutPipeline()) qDebug()…` idiom match."
5043d2aeb17e8afd2e1b658e25c66904d3ac9e39	tool	deliberate	2026-09-12	QString/value bundle getters return by value like the project majority; implicitly shared (run-2 precedent lastError())
504b43da2acd0df776e29304c8b96185580f2e3e	tool	consolidate	2026-09-03	same class, DVB-subtitle extraction `-map 0:$idx` (ttcut-demux:2639).
5050233d26121d95895b4f436a8193b323da83bb	convention	deliberate	2026-09-04	`IStatusReporter` (istatusreporter.h:17) follows the same `I`-prefix interface convention as `ITTCalibrationStore`. `StatusReportArgs` (37) is a stateless enum/
